,publication_title,publication_year,google_scholar_link,journal_name,contributors,citations,Department 
Dr Harsh Kumar Verma,"An advanced secure (t, n) threshold proxy signature scheme based on RSA cryptosystem for known signers",2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:otzGkya1bYkC,"2010 IEEE 2nd International Advance Computing Conference (IACC), 293-298, 2010","S Gupta, HK Verma, D Bhardwaj",44,Computer Science and Engineering 
Dr Harsh Kumar Verma,Impact of Firewall and VPN for securing WLAN,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:uDGL6kOW6j0C,"International Journal 2 (5), 2012","N Bilandi, HK Verma, R Dhir",34,Computer Science and Engineering 
Dr Harsh Kumar Verma,Community detection metrics and algorithms in social networks,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:1lhNe0rCu4AC,"2018 First International Conference on Secure Cyber Computing and …, 2018","A Sangal, HK Verma",45,Computer Science and Engineering 
Dr Harsh Kumar Verma,"Performance analysis of RC5, Blowfish and DES block cipher algorithms",2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:CaZNVDsoPx4C,"International Journal of Computer Applications 42 (16), 8-14, 2012","N Bilandi, HK Verma, R Dhir",25,Computer Science and Engineering 
Dr Harsh Kumar Verma,On performance evaluation of mining algorithm for multiple-level association rules based on scale-up characteristics,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:zCSUwVk65WsC,"Journal of Advances in Information Technology 2 (4), 234-238, 2011","H Verma, S Lotia, A Singh",22,Computer Science and Engineering 
Dr Harsh Kumar Verma,Efficiency measurement of hydro machine by thermodynamic method,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:wMgC3FpKEyYC,"IGHEM-2010, Oct 2123, 2010, 2010","K Kaur, HK Verma",4,Computer Science and Engineering 
Dr Harsh Kumar Verma,"A systematic study on the challenges, characteristics and security issues in vehicular networks",2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:dBIO0h50nwkC,"International Journal of Pervasive Computing and Communications 20 (1), 56-98, 2024","M Kumar, HK Verma, G Sikka",22,Computer Science and Engineering 
Dr Harsh Kumar Verma,Lengthening of average path length in social networks due to the effect of community structure,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:mNrWkgRL2YcC,"Journal of King Saud University-Computer and Information Sciences 34 (10 …, 2022","A Malik, G Sikka, HK Verma",9,Computer Science and Engineering 
Dr Harsh Kumar Verma,QoS provisioning in channel allocation strategy in cognitive radio using fuzzy logic,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:artPoR2Yc-kC,"International Journal of Machine Intelligence and Sensory Signal Processing …, 2014","B Singh, HK Verma, G Kumar, H Kim",,Computer Science and Engineering 
Dr Harsh Kumar Verma,Technology and research developments in carotid image registration,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:EPG8bYD4jVwC,"Biomedical Signal Processing and Control 7 (6), 560-570, 2012","H Verma, R Chaudhari, D Gohi, S Chokshi, Z Sanghvi, P Patel",,Computer Science and Engineering 
Dr Harsh Kumar Verma,Performance evaluation of qos parameters in cognitive radio using genetic algorithm,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:OR75R8vi5nAC,"World Academy of Science, Engineering and Technology 46, 2010","HS Pattanayak, AL Sangal, HK Verma",36,Computer Science and Engineering 
Dr Harsh Kumar Verma,Secure threshold proxy signature scheme based on RSA for known signers,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:ALROH1vI_8AC,"Journal of Information Assurance and Security, USA 5 (4), 319-326, 2010","N Bilandi, HK Verma, R Dhir",3,Computer Science and Engineering 
Dr Harsh Kumar Verma,Image steganography: hiding secrets in random LSB pixels,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:fbc8zXXH2BUC,"Soft Computing: Theories and Applications: Proceedings of SoCTA 2018, 331-341, 2020","N Bilandi, HK Verma, R Dhir",37,Computer Science and Engineering 
Dr Harsh Kumar Verma,A high capacity data hiding scheme using modified AMBTC compression technique.,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:q-HalDI95KYC,"Int. Arab J. Inf. Technol. 16 (1), 148-155, 2019",H Verma,,Computer Science and Engineering 
Dr Harsh Kumar Verma,Impact of physical layer jamming on wireless sensor networks with shadowing and multicasting,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:AHdEip9mkN0C,"International Journal of Computer Network and Information Security 4 (7), 51, 2012","A Malik, AT Magar, H Verma, M Singh, P Sagar",34,Computer Science and Engineering 
Dr Harsh Kumar Verma,A comparative study of bayesian and fuzzy approach to assess and predict maintainability of the software using activity-based quality model,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:Xl6nMSl579sC,"ACM SIGSOFT Software Engineering Notes 37 (3), 1-9, 2012","MS Islam, H Verma, L Khan, M Kantarcioglu",23,Computer Science and Engineering 
Dr Harsh Kumar Verma,Random sample audio watermarking algorithm for compressed wave files,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:yMeIxYmEMEAC,"International Journal of Computer Science and Network Security 9 (11), 283-287, 2009","HS Pattanayak, HK Verma, AL Sangal",11,Computer Science and Engineering 
Dr Harsh Kumar Verma,Comparison of Threshold Proxy Signature Schemes.,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:KbBQZpvPDL4C,"Security and Management, 227-231, 2008","N Bilandi, HK Verma, R Dhir",5,Computer Science and Engineering 
Dr Harsh Kumar Verma,Optimization of block size for DCT-based medical image compression,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:u-coK7KVo8oC,"Journal of Medical Engineering & Technology 31 (2), 129-143, 2007","C Guleria, HK Verma",29,Computer Science and Engineering 
Dr Harsh Kumar Verma,Evaluating the impact of beacon interval and neighbor timeout timer on the performance of geographical routing in fanets,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:mlAyqtXpCwEC,"3rd International Conference on Integrated Intelligent Computing …, 2021","A Malik, G Sikka, HK Verma",47,Computer Science and Engineering 
Dr Harsh Kumar Verma,Smart grid cloud for Indian power sector,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:86PQX7AUzd4C,"International conference on recent advances and innovations in engineering …, 2014","A Malik, G Sikka, HK Verma",49,Computer Science and Engineering 
Dr Harsh Kumar Verma,Performance Analysis of Virtual Private Network for Securing Voice and Video Traffic,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:1Ye0OR6EYb4C,"International Journal of Computer Applications 46 (16), 25-30, 2012","HK Verma, NK Samadhiya, M Singh, RK Goel, PK Singh",,Computer Science and Engineering 
Dr Harsh Kumar Verma,Modeling of blast induced damage distance for underground tunnels,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:-7ulzOJl1JYC,"Proceedings of the Indian Geotechnical Conference 2019: IGC-2019 Volume V …, 2021","HK Verma, PY Pradeep Yadav, K Kailash",,Computer Science and Engineering 
Dr Harsh Kumar Verma,Comparative analysis of cloudlet completion time in time and space shared allocation policies during attack on smart grid cloud,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:Dem6FJhTUoYC,"Procedia Computer Science 94, 435-440, 2016","HK Verma, PY Pradeep Yadav, K Kailash",,Computer Science and Engineering 
Dr Harsh Kumar Verma,Asymptotic multicast throughput analysis and energy efficiency in WSN under double Nakagami fading channel using Extreme value theory,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:_axFR9aDTf0C,"AEU-International Journal of Electronics and Communications 69 (9), 1346-1353, 2015","A Malik, G Sikka, HK Verma",105,Computer Science and Engineering 
Dr Harsh Kumar Verma,On Denial of Service Attacks for Wireless Sensor Networks,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:4fGpz3EwCPoC,"International Journal of Computer Applications 43 (6), 43-47, 2012","S Mehmi, HK Verma, AL Sangal",55,Computer Science and Engineering 
Dr Harsh Kumar Verma,Performance evaluation of csma/tdma cognitive radio using genetic algorithm,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:4vMrXwiscB8C,"International Journal of Soft Computing and Engineering (IJSCE) 2 (3), 66-70, 2012","SM Nitharwal, HK Verma",3,Computer Science and Engineering 
Dr Harsh Kumar Verma,"IoV-Health: an intelligent integrated emergency health monitoring and alert generation system: K. Kaur, HK Verma",2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:rmuvC79q63oC,"Soft Computing, 1-17, 2023","A Malik, G Sikka, HK Verma",38,Computer Science and Engineering 
Dr Harsh Kumar Verma,Dawn of big data with Hadoop and machine learning,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:6ZxmRoH8BuwC,"Machine Learning and Data Science: Fundamentals and Applications, 47-65, 2022","A Malik, G Sikka, HK Verma",16,Computer Science and Engineering 
Dr Harsh Kumar Verma,A study of relevant parameters influencing code smell prioritization in object-oriented software systems,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:GtLg2Ama23sC,"2021 6th International Conference on Signal Processing, Computing and …, 2021","A Malik, G Sikka, HK Verma",53,Computer Science and Engineering 
Dr Harsh Kumar Verma,An empirical enhancement using scale invariant feature transform in text extraction from images,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:OcBU2YAGkTUC,"2017 International Conference on Intelligent Communication and Computational …, 2017","JS Aidan, HK Verma, LK Awasthi",82,Computer Science and Engineering 
Dr Harsh Kumar Verma,Economic Viability of Smart Grid Cloud in India,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:HIFyuExEbWQC,"International Journal of Grid and Distributed Computing 9 (2), 61-72, 2016","KK Sahota, LK Awasthi, HK Verma",6,Computer Science and Engineering 
Dr Harsh Kumar Verma,Comparative analysis of ad hoc routing protocols based on user's point of view,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:PVjk1bu6vJQC,"2013 3rd IEEE International Advance Computing Conference (IACC), 243-248, 2013","N Bahl, AK Sharma, HK Verma",1,Computer Science and Engineering 
Dr Harsh Kumar Verma,"Phytochemical determination and evaluation of antibacterial, antifungal and cytotoxic effects in selected medicinal plants",2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:DUooU5lO8OsC,"Int J of Cur Pharm Rev and Res 4 (3), 69-76, 2013","F Fayaz, A Isa, HK Verma, S Deb",14,Computer Science and Engineering 
Dr Harsh Kumar Verma,Investigation of delay time precision in pyrotechnic detonators,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:NXb4pA-qfm4C,"Journal of Rock Mechanics and Tunnelling Technology 19 (1), 19-29, 2013","D Kaur, HK Verma, RK Singh",17,Computer Science and Engineering 
Dr Harsh Kumar Verma,Security analysis and performance evaluation of enhanced threshold proxy signature scheme based on RSA for known signers,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:edDO8Oi4QzsC,"International Journal of Computer Network and Information Security, IJCNIS …, 2012","S Mehmi, AL Sangal, HK Verma, K Parmar",6,Computer Science and Engineering 
Dr Harsh Kumar Verma,6 x 6 playfair cipher using lfsr based unique random number generator,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:jgBuDB5drN8C,"International Journal of Computer Applications 51 (2), 2012","D Malik, J Thakur, J Aggarwal, A Dua, S Nijhawan, A Kumar, K Kaur, ...",4,Computer Science and Engineering 
Dr Harsh Kumar Verma,CLGR: Connectivity and link quality aware geographical routing using AHP-TOPSIS for FANETs,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:LgRImbQfgY4C,"Peer-to-Peer Networking and Applications 18 (1), 63, 2025",HK Verma,,Computer Science and Engineering 
Dr Harsh Kumar Verma,Performance Challenges and Solutions in Big Data Platform Hadoop,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:YohjEiUPhakC,"Recent Advances in Computer Science and Communications (Formerly: Recent …, 2023","S Mehmi, HK Verma, AL Sangal",7,Computer Science and Engineering 
Dr Harsh Kumar Verma,An intelligent communication system for collision avoidance on roads: A smart city application,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:foquWX3nUaYC,"Computers and Electrical Engineering 103, 108398, 2022","S Mehmi, HK Verma, AL Sangal",2,Computer Science and Engineering 
Dr Harsh Kumar Verma,Voting classification method with PCA and K-means for diabetic prediction,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:6_hjMsCP8ZoC,"Innovations in Computer Science and Engineering: Proceedings of 8th ICICSE …, 2021","HK Verma, NK Samadhiya, M Singh, VVR Prasad, RK Goel",,Computer Science and Engineering 
Dr Harsh Kumar Verma,DREIRAD,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:Bg7qf7VwUHIC,"International Journal for Advance Research and Development 5 (6), 19-23, 2020",HK Verma,,Computer Science and Engineering 
Dr Harsh Kumar Verma,Application of nanotechnology in oral and maxillofacial surgery,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:F1b5ZUV5XREC,"IOSR J. Dent. Med. Sci 19 (6), 56-61, 2020","HK Verma, NK Samadhiya, M Singh, RK Goel",3,Computer Science and Engineering 
Dr Harsh Kumar Verma,An energy efficient tdma based mac protocol for wireless body area networks,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:mvPsJ3kp5DgC,"2018 First International Conference on Secure Cyber Computing and …, 2018","N Bahl, AK Sharma, HK Verma",1,Computer Science and Engineering 
Dr Harsh Kumar Verma,Agrobacterium-mediated transformation of broccoli,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:pqnbT2bcN3wC,"Crop improv 41 (2), 139-147, 2014","R Kumar, HK Verma, R Dhir",19,Computer Science and Engineering 
Dr Harsh Kumar Verma,"Comparative Analysis of Reactive and Proactive Routing Protocols in MANETs Using Throughput, Delay and Network Load",2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:NJ774b8OgUMC,"International Journal of Advanced and Innovative Research 1 (1), 1-6, 2012","K Aggarwal, HK Verma",20,Computer Science and Engineering 
Dr Harsh Kumar Verma,Linear feedback shift register based unique random number generator,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:uc_IGeMz5qoC,"International Conference on Electrical Engineering and Computer Science, Goa …, 2012","N Bahl, AK Sharma, HK Verma",7,Computer Science and Engineering 
Dr Harsh Kumar Verma,Monitoring of variation in water quality of river Ganga at Sangam in Allahabad,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=h0edtgIAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=h0edtgIAAAAJ:wbdj-CoPYUoC,"INDIAN JOURNAL OF ENVIRONMENTAL PROTECTION 27 (8), 680, 2007","A Malik, G Sikka, HK Verma",16,Computer Science and Engineering 
